"seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TEAD1","Fold","p.value","FDR"
"21",17848255,17848655,401,"*",5.95257499487584,6.342568791391,5.41643226178859,0.854891205280499,0.00468286019730171,0.0108857515343896
"20",14508205,14508605,401,"*",4.21363146104587,4.84937872675886,3.04958034476518,1.73092153460554,0.00468298196915383,0.0108857515343896
"1",169914376,169914776,401,"*",5.25750179920965,5.70801017872997,4.59886888327836,1.13079302837665,0.00468309018872817,0.0108857515343896
"4",113783314,113783714,401,"*",2.57123151402179,3.57123151402179,0,2.37154069566432,0.00468537507581521,0.0108904142005744
"12",58645879,58646279,401,"*",4.06121073085333,4.73342828303246,2.76246533545007,1.84751191292546,0.00468701077033097,0.0108935674557826
"1",162177982,162178382,401,"*",4.27905131304617,4.94939083743981,2.9876448561992,1.61557857203525,0.00469303228467518,0.0109069132669859
"5",45042370,45042770,401,"*",3.3011856317622,4.17137647794749,0.762465335450073,2.3344490727176,0.00469359910812477,0.0109075811862625
"1",224259938,224260338,401,"*",4.87939283776467,4.22443081718568,5.32819632701202,-1.08419332530032,0.00469560847996478,0.0109116012034424
"8",66388169,66388569,401,"*",5.13513177125483,5.61423004331251,4.41282573272933,1.18378889617807,0.0046988357966888,0.0109184508199147
"19",12379729,12380129,401,"*",3.7420220549869,4.52723709344606,1.88816020614346,2.19415892225405,0.00470358212384806,0.0109288290597863
"9",96241411,96241811,401,"*",5.56085656735735,6.008022907147,4.90940675064248,0.985630237865859,0.00470440697604566,0.0109300950127934
"2",69153699,69154099,401,"*",5.66756499460027,6.08086419778476,5.08607281526482,0.985515473660589,0.00470542261912026,0.0109318040672158
"19",37698715,37699115,401,"*",4.01768332741927,4.75470724283139,2.43242918509855,1.99306183251762,0.00470656017120025,0.0109337961246683
"5",54663840,54664240,401,"*",6.27415625847664,5.85652846426158,6.59763630089635,-0.706365120898347,0.00470707693226814,0.0109343458730711
"4",24664919,24665319,401,"*",6.46890717545771,5.9235629539376,6.86371993345754,-0.819402071523861,0.00470753997928734,0.0109347707879489
"7",77409334,77409734,401,"*",4.59072253226771,3.96563072383776,5.02541372041521,-1.22058293520817,0.00470795591897616,0.0109350862368936
"7",14834457,14834857,401,"*",3.25925614066612,2.00610728474232,3.91960839524782,-1.57411237163195,0.00471164114551636,0.0109429947114435
"9",4099428,4099828,401,"*",3.40238264659084,4.31916374866587,0.245261825098939,2.33659872832638,0.00471593647191368,0.0109523191445235
"20",4349692,4350092,401,"*",3.2567986643492,4.12273931841404,0.762465335450073,2.34433740241733,0.00472033480537325,0.0109618816781334
"X",10360166,10360566,401,"*",3.30804032275983,4.21902059636369,0.245261825098939,2.32682972942754,0.00472511557134264,0.0109723311319072
"4",156946695,156947095,401,"*",4.3701857243786,5.01821911832321,3.16252254463935,1.62372926728378,0.00472674794190311,0.0109754687949669
"19",21057221,21057621,401,"*",3.91893115543076,4.77450925819026,1.52691758238415,2.21649306295893,0.00472805919374908,0.01097747479626
"X",78633595,78633995,401,"*",4.69976676904246,5.2783231791176,3.71881611683509,1.51113656280951,0.00472817429869397,0.01097747479626
"11",126679099,126679499,401,"*",3.93692874890899,4.79438877769882,1.52691758238415,2.2133962906476,0.00473041064133183,0.0109820137614124
"8",32229089,32229489,401,"*",4.24293332285561,4.92135422493368,2.91960839524782,1.78724913698322,0.00473101972625575,0.0109827746068625
"5",67404594,67404994,401,"*",4.83105199181703,5.42237856647314,3.81178957534115,1.4167780295632,0.00473229141443613,0.0109850734635177
"20",51586055,51586455,401,"*",5.46288568087628,4.94101798918165,5.84530989854248,-0.860196233904015,0.00473551802470553,0.0109919097398097
"7",112930805,112931205,401,"*",6.53337159653004,6.92247506633034,5.99891913251124,0.859234399779197,0.0047382710104909,0.0109976459088187
"10",62770145,62770545,401,"*",4.50662728886724,5.0739951529978,3.55815923831071,1.56258133687745,0.00473890729168194,0.0109984687633512
"11",73939167,73939567,401,"*",3.83286705782208,4.59237863862757,2.12956574701132,1.97361142337679,0.00473956212720705,0.0109993345799957
"11",12330363,12330763,401,"*",5.23248727196302,5.74518272003899,4.42981599733448,1.21384151604248,0.00474016466427807,0.0110000789293202
"10",31962567,31962967,401,"*",3.2876529162332,4.15656310886672,0.762465335450073,2.337807695238,0.00474196182535759,0.0110035952831312
"2",64225533,64225933,401,"*",3.9336154656672,4.74734864436439,1.88816020614346,2.20568163364843,0.00474356284533807,0.0110066561057939
"6",38309977,38310377,401,"*",4.95803441219867,4.26340189454104,5.42493119522604,-0.988893665712807,0.00474472636017749,0.0110082258076134
"4",156774521,156774921,401,"*",4.44627936299855,5.0644281409332,3.34187863751195,1.53997589592097,0.00474480336142168,0.0110082258076134
"14",37567023,37567423,401,"*",2.94084284896892,1.53796771013647,3.63846124769217,-1.72677655473538,0.0047460348373043,0.0110104284960284
"7",30556806,30557206,401,"*",5.36444819554196,5.92307230590422,4.44069563547396,1.28329448271875,0.004746883621437,0.011011743160563
"1",84619334,84619734,401,"*",4.53628028766073,5.12668603923538,3.51982621604222,1.51258482009296,0.00474987450382289,0.0110180265781273
"6",129203491,129203891,401,"*",4.01153700678907,4.76382392196877,2.34742783617123,1.99815513858841,0.00475112834243751,0.0110202801620446
"6",134017898,134018298,401,"*",4.94544837928563,5.42829420787838,4.21448721888629,1.25994357858857,0.00475266649172065,0.0110231928998405
"5",82720277,82720677,401,"*",3.16759489523387,4.06915595622447,0.245261825098939,2.32938518061858,0.00475555679433927,0.0110292412493039
"X",10739665,10740065,401,"*",4.79504807031538,4.09947504124696,5.26236509983812,-1.08249417560875,0.00475596776423308,0.0110295390730061
"2",142710308,142710708,401,"*",3.72585541957756,4.59045112044122,1.24526182509894,2.19743099950041,0.00476229104579242,0.0110435472567283
"4",48205653,48206053,401,"*",3.28885398271013,4.19860441895961,0.245261825098939,2.33015500524543,0.00476372513113294,0.0110461266436552
"4",73901128,73901528,401,"*",3.39070301533603,4.26904262557349,0.762465335450073,2.32847952296385,0.00476396931077072,0.0110461266436552
"7",116772457,116772857,401,"*",5.51742176026537,5.93448975982672,4.92838966542104,1.04890066247596,0.00476484159986497,0.0110474929823431
"17",7750422,7750822,401,"*",5.24575056428192,4.65285953441318,5.66473604815254,-0.942317094550688,0.00476717958492386,0.0110522572368892
"13",44004860,44005260,401,"*",4.4309002846818,5.03797224211176,3.36246320518686,1.58812132045351,0.00476763856970521,0.0110526648989454
"10",61990659,61991059,401,"*",3.31543542452114,4.18696065259809,0.762465335450073,2.33488205344949,0.00476954006645152,0.0110564164436092
"5",12951781,12952181,401,"*",5.10719630787345,5.59710437361744,4.35972003954763,1.27965913949384,0.0047699292096024,0.0110564754438607
"8",58377555,58377955,401,"*",3.33927543574532,4.21300113690674,0.762465335450073,2.36066223122091,0.00477013200845545,0.0110564754438607
"3",40645909,40646309,401,"*",4.27593308335243,5.01630742769285,2.67380496367297,1.85408814439185,0.00477064619852776,0.0110570107089141
"4",48329932,48330332,401,"*",5.40941143087491,4.60265921359078,5.92374345127701,-1.08783763774312,0.00477252661854697,0.0110607122576133
"10",92994027,92994427,401,"*",3.93085874939927,4.66145179280904,2.3773434945499,1.98676891480274,0.00477568325922971,0.0110673709346967
"2",19911718,19912118,401,"*",7.03287140071146,6.71777111811759,7.29133591320878,-0.5998662955674,0.00477748824452875,0.0110708966236379
"1",77370862,77371262,401,"*",6.19464869366037,6.53588551446445,5.74684436448781,0.898383279067213,0.00477836147097505,0.0110722628528737
"1",150133727,150134127,401,"*",4.07831294732326,4.74915173801057,2.78496003390421,1.82182098109515,0.00477954083013074,0.0110740801745879
"12",67795286,67795686,401,"*",3.99772421875015,4.75822986468902,2.2889303901819,1.98197561094473,0.00477971314926237,0.0110740801745879
"5",76527898,76528298,401,"*",3.93708439620071,4.68636281123963,2.2889303901819,1.98369088550607,0.00478217824613862,0.0110791339449238
"9",106109705,106110105,401,"*",4.14847356020077,3.16546687299868,4.7277268499148,-1.38712956571272,0.00478513400855912,0.0110853237996502
"1",178126779,178127179,401,"*",5.12513711248101,4.49519534202718,5.56214907394053,-0.964748110776332,0.0047854701932034,0.0110854447208887
"8",127252009,127252409,401,"*",4.4668198622957,5.11260589850939,3.26726132540383,1.52650935254185,0.00478742186157271,0.0110885235341776
"3",59127033,59127433,401,"*",6.30283856147936,6.68279194063141,5.78558401339114,0.881626003692361,0.00478756069444548,0.0110885235341776
"18",28767879,28768279,401,"*",4.55119753023538,3.8439872474797,5.02368178427145,-1.11864983898559,0.00478765148315691,0.0110885235341776
"2",213306304,213306704,401,"*",3.68947236718411,4.51862343562206,1.52691758238415,2.21868653561158,0.00478836617431013,0.0110895208314563
"1",89254959,89255359,401,"*",5.27403029841324,5.75422113617919,4.54920861494442,1.15361024654737,0.00479066752650257,0.0110937831625298
"9",10265031,10265431,401,"*",4.69388178917869,5.18123858240797,3.9524028750481,1.37082687459025,0.00479103745823784,0.0110937831625298
"1",197783372,197783772,401,"*",4.23158871371368,4.84170398945449,3.15338706952272,1.69048748431675,0.00479126231449262,0.0110937831625298
"2",28165186,28165586,401,"*",2.57123151402179,3.57123151402179,0,2.36825256292748,0.00479134341839605,0.0110937831625298
"6",136365862,136366262,401,"*",3.42752774014924,4.34578823900864,0.245261825098939,2.33331748949084,0.00479214136524214,0.0110949726092661
"2",121776368,121776768,401,"*",4.39435907795262,5.07110272349659,3.07773182600088,1.61472353066469,0.00479395944308259,0.0110985236261627
"4",165199679,165200079,401,"*",4.74156821826069,5.35733703459252,3.64499407763171,1.48410062198777,0.00480128395698543,0.0111148214482817
"4",104901484,104901884,401,"*",6.73152759813225,7.10052204866865,6.23446431486476,0.85013224794815,0.00480394200934285,0.0111203152662455
"X",12988870,12989270,401,"*",4.6757665293362,3.76203306334527,5.23078784370993,-1.17988089493353,0.00480497767473677,0.0111220531032584
"22",40826964,40827364,401,"*",3.27942663271401,4.12218873579166,1.00377616859828,2.32896798150003,0.00480601470489197,0.0111237938930008
"6",132490843,132491243,401,"*",6.09475578772445,6.43171828148664,5.65430746246204,0.829640511149021,0.00480858874897012,0.0111290917713772
"10",94213247,94213647,401,"*",4.16963092350655,4.88808875373595,2.67380496367297,1.83870147388206,0.00481496777723288,0.01114319482921
"4",76655200,76655600,401,"*",3.28247508027396,4.15089178456309,0.762465335450073,2.33997532289382,0.00481639698375953,0.0111458416090262
"3",104917039,104917439,401,"*",2.51462153140764,3.51462153140764,0,2.36453343666198,0.00481695034184985,0.0111464613547993
"5",5299105,5299505,401,"*",3.87927410887503,4.73061267424296,1.52691758238415,2.19770306577909,0.00481759430178715,0.0111472906680653
"3",188970446,188970846,401,"*",4.99457596141329,5.55573220660196,4.06372474969708,1.27777349377652,0.00481963762326115,0.0111513576328611
"8",105986086,105986486,401,"*",3.18671945664801,4.08962145178694,0.245261825098939,2.33549384785133,0.00482217892613499,0.0111565762435799
"3",40557178,40557578,401,"*",5.79141539198372,6.18091058282436,5.25621962515831,0.953118387126677,0.00482252214472418,0.0111567090570325
"3",123834676,123835076,401,"*",6.88766003605281,6.50287496435508,7.1911274152877,-0.669342525992018,0.00482322047976002,0.0111572958348345
"8",133973235,133973635,401,"*",3.25899980252479,4.16680162863291,0.245261825098939,2.32863109573286,0.00482334743724433,0.0111572958348345
"9",78278251,78278651,401,"*",5.40733315634082,5.86869946100663,4.72499578737365,1.04308472158865,0.00482528344275146,0.0111606886021597
"2",185379839,185380239,401,"*",3.26361595348175,4.13021873727379,0.762465335450073,2.33633609221489,0.00482541138825391,0.0111606886021597
"6",129785194,129785594,401,"*",2.55430487359175,3.55430487359175,0,2.3596397444977,0.00482567189002821,0.0111606886021597
"X",13364263,13364663,401,"*",3.8017417171373,4.67359340494449,1.24526182509894,2.19642282131916,0.00482615833568723,0.0111611523569851
"15",35540116,35540516,401,"*",5.54086897920462,6.03988257409595,4.7716942927821,1.14599703543453,0.00482813228080756,0.0111650558993675
"9",95757011,95757411,401,"*",4.93966152071388,4.20612002731619,5.42361838467555,-1.00749247529725,0.00482871607074894,0.011165744435856
"16",65366586,65366986,401,"*",3.36360376187969,4.2780490941765,0.245261825098939,2.34600261703832,0.00483052786739717,0.0111692723198584
"10",34967404,34967804,401,"*",6.12100752754701,6.48684808578298,5.62967509016264,0.801804006804025,0.00483258187869785,0.0111729005462664
"2",235070232,235070632,401,"*",7.47241245779441,7.17600387584588,7.71817957104584,-0.510180442830425,0.00483266947158094,0.0111729005462664
"5",68711319,68711719,401,"*",3.35913319673553,4.27330494752886,0.245261825098939,2.32765735470305,0.00483299915871203,0.0111730010163058
"2",60414767,60415167,401,"*",3.94847288781142,2.98854668807138,4.51982621604222,-1.32718123306913,0.00483335284483962,0.0111731569524052
"6",44513010,44513410,401,"*",4.20514598893077,4.96006247097831,2.52691758238415,1.85715785164171,0.004834258668537,0.0111737371419645
"6",27114991,27115391,401,"*",5.79679349238809,6.25221760946558,5.12749910093815,0.926218847516913,0.00483426989150216,0.0111737371419645
"8",59114973,59115373,401,"*",3.30763505347701,4.15361022867471,1.00377616859828,2.33478578659218,0.00483446257437271,0.0111737371419645
"12",16389498,16389898,401,"*",3.47126993439446,2.52795908362804,4.03682999837847,-1.51395740578209,0.00483570373690382,0.0111759440716424
"18",969138,969538,401,"*",3.73625396620546,4.55231353241189,1.67380496367297,2.18984388179238,0.00483828539899035,0.0111812486264631
"17",71461220,71461620,401,"*",3.30298119736789,4.17334097912738,0.762465335450073,2.3299178899144,0.00483890644707513,0.0111820218542255
"2",234989226,234989626,401,"*",6.82008170914103,6.36075363181941,7.16794584275865,-0.74793529001741,0.00483939104786334,0.0111824796988898
"8",142762777,142763177,401,"*",7.10313330860045,7.44070469344204,6.66164071428933,0.682074589856199,0.00484189290634869,0.011187598531983
"1",221709001,221709401,401,"*",4.39413060954464,5.09947142841697,2.95766047548798,1.72773873188563,0.00484741000416755,0.0111995541977533
"4",29204689,29205089,401,"*",2.55430487359175,3.55430487359175,0,2.35903118864635,0.00484764103305342,0.0111995541977533
"5",83343349,83343749,401,"*",4.35750075744549,4.98139806007719,3.23396461271801,1.69059594738842,0.00484845355815047,0.0112007684584485
"13",42450051,42450451,401,"*",4.05611406043384,4.78166303407629,2.52691758238415,1.81475560462561,0.00484988567174132,0.0112029375532177
"5",93348149,93348549,401,"*",3.35286930171659,4.22783208212109,0.762465335450073,2.32449646626848,0.00484996648422763,0.0112029375532177
"16",53876799,53877199,401,"*",2.53717727870001,3.53717727870001,0,2.3495574483674,0.00485204640225809,0.0112070787758665
"15",39908128,39908528,401,"*",4.7470590428823,5.29850508176529,3.84317537546932,1.46288626797702,0.00485608871073728,0.0112157518977356
"8",16560181,16560581,401,"*",2.34063083335874,3.34063083335874,0,2.36261152483851,0.00485651082515836,0.0112160631913417
"6",131995915,131996315,401,"*",3.98696281197699,4.70073145137215,2.51269982082725,1.97332321236242,0.0048575450488249,0.0112177880246631
"21",16534879,16535279,401,"*",4.7179283875028,5.29869182136286,3.73045275224416,1.42641134464389,0.00485828819584579,0.0112188404948438
"2",104599800,104600200,401,"*",3.80737320201228,4.58095056632568,2.02396596059464,2.00876732959057,0.00485949946989576,0.0112209737833411
"2",191618804,191619204,401,"*",3.76578648497303,4.55478024790056,1.88816020614346,2.19589058143444,0.00486114239233575,0.0112241034712425
"5",101018275,101018675,401,"*",4.03308296710699,4.73714794625813,2.6022298756635,1.86193541838361,0.00486249768993886,0.0112265687186824
"19",24054520,24054920,401,"*",4.96782679688069,5.47157164059037,4.18719237638465,1.29837763447022,0.00486304716352931,0.0112271732924276
"2",50953060,50953460,401,"*",3.76365565247292,4.55231353241189,1.88816020614346,2.18666931069113,0.00486584842220495,0.0112329761169064
"8",108470084,108470484,401,"*",3.34813644285599,4.19860441895961,1.00377616859828,2.32619798064827,0.00487075483869115,0.0112436377958787
"7",64559243,64559643,401,"*",4.73670872497118,5.28974552342203,3.82845386782232,1.33851990557814,0.00487190946246703,0.0112456380975342
"6",126033667,126034067,401,"*",4.88835640343776,5.48932567098707,3.83924211866351,1.41790950674315,0.0048738418815604,0.0112494334109928
"1",173530848,173531248,401,"*",5.09768854528727,5.57303911701004,4.38396408827337,1.29659974385642,0.00487436068583137,0.0112499656696877
"6",37339845,37340245,401,"*",4.32821149230227,5.04076272067886,2.85948307074427,1.70131838854265,0.00487722963030334,0.0112559216399959
"1",60564891,60565291,401,"*",3.38492671546319,4.23935630169314,1.00377616859828,2.33649667705188,0.00488331297118861,0.0112692948170468
"17",83083606,83084006,401,"*",5.49508585563821,5.0071471362754,5.85904954322126,-0.810680343955756,0.00488408820405855,0.0112704175363813
"2",158953799,158954199,401,"*",5.54490626565937,6.03165331637104,4.80485544340332,1.14724434044853,0.00488575141347453,0.0112735890775538
"5",72533467,72533867,401,"*",3.34031477124128,4.1899259715152,1.00377616859828,2.32296322417403,0.00488688863539073,0.0112755466297717
"4",113959145,113959545,401,"*",5.150627998503,4.48753406470741,5.60319970134887,-1.02262614611303,0.00489278892139835,0.011288493146568
"6",56220078,56220478,401,"*",5.83122886160627,6.23802664245656,5.26260594813251,0.946837834734701,0.00489963773571042,0.011303626419235
"19",33078098,33078498,401,"*",5.25423382598412,4.43629989568989,5.77301697657104,-1.05587239682235,0.00490019521223395,0.0113042444364726
"X",13856098,13856498,401,"*",5.16767244100095,5.68955568240763,4.34187863751195,1.19004318365673,0.0049008594653045,0.0113051086885806
"8",33243126,33243526,401,"*",3.75911982918554,4.59679380605641,1.52691758238415,2.19494836126453,0.00490274811983274,0.0113087970724854
"8",8333801,8334201,401,"*",5.47610151481905,5.94693872801324,4.77261531443365,1.01378633086778,0.00490355595466837,0.0113099921230489
"13",42631469,42631869,401,"*",3.36655527588652,4.21902059636369,1.00377616859828,2.32072007387784,0.00490525233931305,0.0113132363406254
"20",44409203,44409603,401,"*",6.48207148606428,6.00431991632203,6.84035982333967,-0.747798201576943,0.00490596112130401,0.01131420255052
"X",10351081,10351481,401,"*",4.9366125940051,4.4308464690518,5.31035959734584,-0.965567483946378,0.00490643922151998,0.0113146366758452
"9",2772836,2773236,401,"*",3.39852858790365,4.27755471389547,0.762465335450073,2.32654844324039,0.00491069391118693,0.0113237793491955
"11",130585542,130585942,401,"*",6.21873959645519,6.57788030137333,5.73946517527869,0.82668370365069,0.00491157879507451,0.011325037898254
"4",41734378,41734778,401,"*",3.68482542438897,4.51339121531358,1.52691758238415,2.1854538690697,0.00491181994664892,0.011325037898254
"1",209527438,209527838,401,"*",4.05424440802401,3.18590724699738,4.59250656949639,-1.38084869821174,0.00491572863184416,0.0113333806121338
"12",25694022,25694422,401,"*",4.89673064295041,4.28542940650448,5.32475935649593,-1.01369031716045,0.00491642939160006,0.0113343267954824
"15",88535197,88535597,401,"*",2.29451026675343,3.29451026675343,0,2.36198854564107,0.00492089572096622,0.0113439534912843
"10",17644011,17644411,401,"*",5.44743138970588,5.9507784753567,4.66776535863749,1.14854554456801,0.00492183252221859,0.0113454430438646
"3",184816642,184817042,401,"*",4.75311908733,4.22772575110004,5.1374235132262,-1.14255496542937,0.00492355054849393,0.0113487331361358
"6",14458616,14459016,401,"*",4.30300465877717,3.31287837232426,4.88466084765493,-1.26503408379086,0.00492727938758248,0.0113566574689585
"11",28521079,28521479,401,"*",4.12246944716897,4.96713022861836,1.8302243258201,2.07324889824377,0.00493045774205954,0.0113633121545312
"X",37572256,37572656,401,"*",4.38299395987812,4.99799576929794,3.2889303901819,1.57201822589331,0.00493101949079817,0.0113639358733798
"4",24067827,24068227,401,"*",4.59800972064031,5.21379474555536,3.50138246441245,1.42218540509421,0.0049348983869382,0.0113722037035322
"6",71199785,71200185,401,"*",5.23313931797742,5.72079799437033,4.4909526092087,1.18998272609067,0.00493583905638785,0.0113736999743861
"5",124297976,124298376,401,"*",3.48604878672035,4.37248355891841,0.762465335450073,2.32559372969928,0.00493844021874618,0.0113790221320322
"7",116348296,116348696,401,"*",3.27737494767559,4.14530366885813,0.762465335450073,2.32752804417498,0.00494019677920638,0.0113823976671185
"10",17123268,17123668,401,"*",6.7767299876264,7.08838256734313,6.37865736407922,0.656521976564072,0.00494100909231246,0.01138336310962
"12",105945899,105946299,401,"*",4.69444881564513,5.21011894008162,3.8843478599736,1.38725266993172,0.00494119904007687,0.01138336310962
"6",157375025,157375425,401,"*",4.94681621584816,4.21549790015053,5.42981599733448,-1.05375480255194,0.00494191263539178,0.0113841369240569
"14",31070447,31070847,401,"*",5.08448419733266,4.49119813554375,5.50366553773998,-0.965509904974348,0.00494211820968536,0.0113841369240569
"12",92973674,92974074,401,"*",4.12949708537315,4.82062424059811,2.75413351269392,1.68732787635167,0.00494334722931732,0.0113862960462856
"4",169922653,169923053,401,"*",5.12354334681774,5.59640849855047,4.41546984893938,1.20678084241365,0.00494394459173086,0.0113870000671592
"3",114638268,114638668,401,"*",2.62523958761379,3.62523958761379,0,2.36888334290677,0.00494500403237175,0.0113887682107281
"5",54738075,54738475,401,"*",4.90823936365428,5.40985304136331,4.13278284300387,1.26352893365006,0.00494718097871377,0.0113931097052562
"13",94829667,94830067,401,"*",4.20305438878727,4.90147296503924,2.796742598243,1.69049353968475,0.00494760778398125,0.011393420438187
"8",69855016,69855416,401,"*",3.34583285621595,4.19604903558951,1.00377616859828,2.32379086223295,0.00494858615515531,0.011395001213219
"6",155646248,155646648,401,"*",3.22445084958046,4.0872024669024,0.762465335450073,2.3297846602517,0.00495088943112087,0.011399632451118
"X",141405915,141406315,401,"*",3.72564650684305,2.57955315873493,4.356194445699,-1.34702511317615,0.00495138356703126,0.0114000977668435
"5",95935679,95936079,401,"*",3.45791169821214,4.34201758667295,0.762465335450073,2.32676015725699,0.00495187347245615,0.0114005532879579
"X",1903377,1903777,401,"*",3.6201675504312,2.74092328648864,4.16252254463935,-1.38931553777331,0.00496035744373416,0.0114189124700701
"7",26847558,26847958,401,"*",3.37649505614577,4.23002657017631,1.00377616859828,2.32131809255073,0.00496043291289814,0.0114189124700701
"5",137933494,137933894,401,"*",3.73152449625747,4.56587669343767,1.52691758238415,2.21825955778712,0.00496345360636397,0.0114251923295446
"15",29270855,29271255,401,"*",3.61286517624613,2.28227016731022,4.29309569892028,-1.50517373929776,0.00496509332667721,0.0114277080631383
"1",157002881,157003281,401,"*",3.78142447099354,4.59146761610706,1.76246533545007,2.21837851657996,0.00496541360173322,0.0114277080631383
"17",82675160,82675560,401,"*",4.47308753824056,3.72106579923224,4.96491920729173,-1.21615049963977,0.00496551104604084,0.0114277080631383
"1",96736469,96736869,401,"*",3.42374036029813,4.30495091553862,0.762465335450073,2.32378626676766,0.00496571753982201,0.0114277080631383
"3",73409434,73409834,401,"*",4.05282916728329,2.97862966450331,4.66170036346196,-1.29825844905225,0.00496952254840331,0.0114357904071758
"10",83541127,83541527,401,"*",4.09730554433137,2.96214759071102,4.7246461670015,-1.30698046245239,0.00497466817192392,0.0114469566193734
"16",47627205,47627605,401,"*",2.48603760371996,3.48603760371996,0,2.34981788739664,0.00497626699837535,0.0114499606414136
"19",13797847,13798247,401,"*",6.5550198335166,6.05915702375002,6.92335522683908,-0.774499422894859,0.00497723812476981,0.0114514557719257
"20",11822203,11822603,401,"*",5.22831915795182,5.71547044960259,4.48732177915368,1.23256410557285,0.00497750352458725,0.0114514557719257
"6",113453934,113454334,401,"*",2.52180459520603,3.52180459520603,0,2.36085191557495,0.00498087194389842,0.0114585299581609
"1",180586754,180587154,401,"*",5.59126521579073,6.02766624148185,4.96260252072918,0.982206724371438,0.00498325307220694,0.0114633321747656
"2",171580954,171581354,401,"*",3.88917527939369,4.62917802058898,2.2889303901819,1.9916631678384,0.00498358620181778,0.0114634229456663
"7",132876437,132876837,401,"*",4.55239916373002,5.22112502015405,3.26726132540383,1.55404135981963,0.00499263221916684,0.0114835542204453
"2",215609131,215609531,401,"*",3.25844859319569,4.12454981173793,0.762465335450073,2.32177953460385,0.00499321493841995,0.0114842178365085
"1",209873126,209873526,401,"*",3.37234243561399,1.68941566364064,4.12812719710382,-1.69173390680523,0.00499542601247461,0.011488403286058
"10",95391883,95392283,401,"*",4.43895114959293,5.08384185019563,3.24260532267836,1.59522692256012,0.00499562334770201,0.011488403286058
"3",102053381,102053781,401,"*",5.98525279746271,6.36880078009046,5.46127948323207,0.88540292177742,0.00500018311348141,0.0114982119490278
"6",79403635,79404035,401,"*",3.34479139407983,4.21902059636369,0.762465335450073,2.31746249066921,0.00500295005872264,0.0115038970041375
"6",167567281,167567681,401,"*",5.98891807725413,5.42541779059611,6.39310353900672,-0.850081772642904,0.00500330446405753,0.0115040342672136
"7",32669174,32669574,401,"*",5.69199770409818,6.13237732250976,5.05497508612831,0.947812286256518,0.0050052233017855,0.0115077683817409
"4",132124260,132124660,401,"*",3.88148066983605,4.66728124475393,2.02396596059464,1.97469100466966,0.00500669272633702,0.0115104688481398
"2",173402353,173402753,401,"*",5.00842318584317,5.51244639949604,4.22711049471927,1.2167858501754,0.00500908636617478,0.0115152936574577
"4",95728239,95728639,401,"*",4.07175108047278,4.75747168382206,2.71881611683509,1.8082541096753,0.00501111743965364,0.0115192844506731
"8",121206214,121206614,401,"*",3.81620186671205,4.64279862461241,1.67380496367297,2.18582217663876,0.00501155194227123,0.0115196048796701
"2",144712527,144712927,401,"*",3.34907265471405,4.26262543796106,0.245261825098939,2.31938159491991,0.00501244712377562,0.0115209841298111
"7",31995569,31995969,401,"*",4.2656463526089,4.91088823372259,3.06804148380336,1.68884954024956,0.00501279799829485,0.0115211122152284
"2",168022235,168022635,401,"*",3.26396425902914,4.17209310517681,0.245261825098939,2.31401560751286,0.00501377795208844,0.0115223972015777
"X",112736341,112736741,401,"*",3.34843877814507,4.2619524089323,0.245261825098939,2.3286370850221,0.00501394745397716,0.0115223972015777
"16",87970136,87970536,401,"*",6.6835194204981,6.204342253966,7.04260573215809,-0.752549994066326,0.00501786895071906,0.0115307302343744
"6",137933666,137934066,401,"*",3.21628696141002,4.12122505072968,0.245261825098939,2.31109495966476,0.00501828359689812,0.0115310042503484
"7",81333004,81333404,401,"*",4.11673142419483,3.42937672300969,4.58036283107749,-1.30968560085134,0.00502025847982657,0.0115339278430077
"12",42135329,42135729,401,"*",5.19292799980168,4.54255230521795,5.63959248897321,-0.993051204693096,0.00502064518138932,0.0115339278430077
"3",89114487,89114887,401,"*",5.48864487478129,6.01999975608056,4.63846124769217,1.21342583634174,0.00502070447650966,0.0115339278430077
"3",70989213,70989613,401,"*",5.70686752224214,5.06882685550509,6.14772932420511,-0.954098920704185,0.0050207378482999,0.0115339278430077
"13",36131142,36131542,401,"*",5.20761874822322,5.78982964111414,4.21584222281186,1.27374257843995,0.00502466474987284,0.0115416621487077
"5",128724265,128724665,401,"*",3.39567437012125,2.02645116127941,4.08533170529978,-1.59139104566819,0.00502488588688283,0.0115416621487077
"5",17145899,17146299,401,"*",4.67251584728044,5.22208864337837,3.77375652678501,1.45497996848847,0.005024991628469,0.0115416621487077
"2",179263768,179264168,401,"*",4.80851844468591,5.36904250193856,3.87944396773113,1.32514868742442,0.00502606863294328,0.011542975120046
"5",14178223,14178623,401,"*",6.22815697109056,5.64549296795511,6.64204384688149,-0.848290358758913,0.00502615468465279,0.011542975120046
"20",4366055,4366455,401,"*",3.21602749081968,4.07793570523919,0.762465335450073,2.31086126086387,0.00502670661059303,0.0115435635100894
"3",150049213,150049613,401,"*",3.79420483426703,4.60603750145611,1.76246533545007,2.18059224481659,0.00502888998309,0.011547898140474
"11",122007535,122007935,401,"*",4.8388303991449,5.37820958155463,3.96752769445256,1.40037364452651,0.0050317082463434,0.0115536900821185
"2",124946936,124947336,401,"*",3.27707947893187,4.14497987155606,0.762465335450073,2.32444258259315,0.00503295304727744,0.0115558686077569
"6",140401682,140402082,401,"*",3.77719206973207,4.59872984064994,1.67380496367297,2.18966007552573,0.005033645101175,0.0115567778216896
